Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,League,Season,Week
01/02/2025,Charleroi,Dender,5,0,3.0,0.0,Belçika,2024-2025,1
01/02/2025,Cercle Brugge,Standard,1,1,0.0,0.0,Belçika,2024-2025,1
01/02/2025,Genk,Beerschot VA,1,0,1.0,0.0,Belçika,2024-2025,1
01/03/2025,Cercle Brugge,Antwerp,0,0,0.0,0.0,Belçika,2024-2025,1
01/03/2025,Gent,Club Brugge,1,1,0.0,1.0,Belçika,2024-2025,1
01/03/2025,St Truiden,Kortrijk,4,2,2.0,1.0,Belçika,2024-2025,1
01/03/2025,St. Gilloise,Dender,4,1,2.0,0.0,Belçika,2024-2025,1
01/05/2025,Antwerp,Anderlecht,1,3,0.0,0.0,Belçika,2024-2025,1
01/05/2025,Club Brugge,Gent,4,1,1.0,1.0,Belçika,2024-2025,1
01/09/2024,Club Brugge,Cercle Brugge,3,0,2.0,0.0,Belçika,2024-2025,1
01/09/2024,Gent,Antwerp,1,1,1.0,1.0,Belçika,2024-2025,1
01/09/2024,St. Gilloise,Anderlecht,0,0,0.0,0.0,Belçika,2024-2025,1
01/09/2024,Kortrijk,St Truiden,1,1,0.0,1.0,Belçika,2024-2025,1
01/11/2024,Westerlo,Dender,2,0,1.0,0.0,Belçika,2024-2025,1
01/12/2024,St Truiden,Genk,2,2,0.0,1.0,Belçika,2024-2025,1
01/12/2024,Beerschot VA,Cercle Brugge,3,2,0.0,2.0,Belçika,2024-2025,1
01/12/2024,Oud-Heverlee Leuven,Anderlecht,0,0,0.0,0.0,Belçika,2024-2025,1
01/12/2024,St. Gilloise,Antwerp,2,1,1.0,1.0,Belçika,2024-2025,1
01/12/2024,Westerlo,Gent,2,2,1.0,1.0,Belçika,2024-2025,1
02/02/2025,Antwerp,Club Brugge,2,1,0.0,1.0,Belçika,2024-2025,1
02/02/2025,St. Gilloise,St Truiden,2,1,0.0,0.0,Belçika,2024-2025,1
02/02/2025,Gent,Anderlecht,1,0,1.0,0.0,Belçika,2024-2025,1
02/02/2025,Kortrijk,Westerlo,1,2,1.0,0.0,Belçika,2024-2025,1
02/03/2025,Beerschot VA,Mechelen,1,0,1.0,0.0,Belçika,2024-2025,1
02/03/2025,Standard,Anderlecht,0,2,0.0,0.0,Belçika,2024-2025,1
02/03/2025,Oud-Heverlee Leuven,Westerlo,0,0,0.0,0.0,Belçika,2024-2025,1
02/05/2025,Westerlo,Dender,4,2,1.0,1.0,Belçika,2024-2025,1
02/08/2024,St. Gilloise,Beerschot VA,3,1,2.0,0.0,Belçika,2024-2025,1
02/11/2024,Standard,St Truiden,2,1,2.0,0.0,Belçika,2024-2025,1
02/11/2024,Oud-Heverlee Leuven,Club Brugge,0,1,0.0,0.0,Belçika,2024-2025,1
02/11/2024,Mechelen,St. Gilloise,1,1,0.0,1.0,Belçika,2024-2025,1
03/05/2025,Cercle Brugge,Kortrijk,0,2,0.0,2.0,Belçika,2024-2025,1
03/05/2025,Oud-Heverlee Leuven,Mechelen,1,2,0.0,1.0,Belçika,2024-2025,1
03/05/2025,St. Gilloise,Genk,1,0,0.0,0.0,Belçika,2024-2025,1
03/08/2024,Mechelen,Westerlo,2,4,0.0,2.0,Belçika,2024-2025,1
03/08/2024,Oud-Heverlee Leuven,Genk,3,1,2.0,0.0,Belçika,2024-2025,1
03/08/2024,St Truiden,Charleroi,1,4,0.0,4.0,Belçika,2024-2025,1
03/11/2024,Genk,Antwerp,2,0,1.0,0.0,Belçika,2024-2025,1
03/11/2024,Cercle Brugge,Charleroi,2,0,0.0,0.0,Belçika,2024-2025,1
03/11/2024,Anderlecht,Kortrijk,4,0,1.0,0.0,Belçika,2024-2025,1
03/11/2024,Beerschot VA,Gent,0,0,0.0,0.0,Belçika,2024-2025,1
04/04/2025,Mechelen,Dender,5,2,4.0,0.0,Belçika,2024-2025,1
04/05/2025,Standard,Charleroi,0,1,0.0,0.0,Belçika,2024-2025,1
04/05/2025,St Truiden,Beerschot VA,2,1,1.0,0.0,Belçika,2024-2025,1
04/08/2024,Antwerp,Anderlecht,1,2,1.0,1.0,Belçika,2024-2025,1
04/08/2024,Cercle Brugge,Kortrijk,1,2,1.0,1.0,Belçika,2024-2025,1
04/08/2024,Standard,Club Brugge,1,0,0.0,0.0,Belçika,2024-2025,1
04/08/2024,Gent,Dender,1,2,0.0,1.0,Belçika,2024-2025,1
04/10/2024,Westerlo,Beerschot VA,2,2,0.0,1.0,Belçika,2024-2025,1
05/04/2025,Cercle Brugge,Beerschot VA,2,1,1.0,0.0,Belçika,2024-2025,1
05/04/2025,Westerlo,Oud-Heverlee Leuven,2,2,0.0,0.0,Belçika,2024-2025,1
05/04/2025,Gent,St. Gilloise,0,3,0.0,3.0,Belçika,2024-2025,1
05/10/2024,Mechelen,Oud-Heverlee Leuven,5,0,2.0,0.0,Belçika,2024-2025,1
05/10/2024,Kortrijk,Genk,2,1,2.0,1.0,Belçika,2024-2025,1
05/10/2024,Dender,Charleroi,1,0,1.0,0.0,Belçika,2024-2025,1
06/04/2025,Antwerp,Club Brugge,2,3,0.0,3.0,Belçika,2024-2025,1
06/04/2025,St Truiden,Kortrijk,0,3,0.0,3.0,Belçika,2024-2025,1
06/04/2025,Anderlecht,Genk,1,2,0.0,1.0,Belçika,2024-2025,1
06/04/2025,Charleroi,Standard,1,0,1.0,0.0,Belçika,2024-2025,1
06/10/2024,Anderlecht,Standard,3,0,2.0,0.0,Belçika,2024-2025,1
06/10/2024,Antwerp,Cercle Brugge,3,0,2.0,0.0,Belçika,2024-2025,1
06/10/2024,Club Brugge,St. Gilloise,1,1,0.0,0.0,Belçika,2024-2025,1
06/10/2024,St Truiden,Gent,1,1,0.0,1.0,Belçika,2024-2025,1
07/02/2025,Mechelen,Gent,3,3,1.0,1.0,Belçika,2024-2025,1
07/03/2025,St Truiden,Beerschot VA,2,0,1.0,0.0,Belçika,2024-2025,1
07/12/2024,Genk,Kortrijk,3,2,1.0,1.0,Belçika,2024-2025,1
07/12/2024,Mechelen,Club Brugge,1,2,0.0,1.0,Belçika,2024-2025,1
07/12/2024,Standard,Oud-Heverlee Leuven,1,1,1.0,0.0,Belçika,2024-2025,1
07/12/2024,Gent,St Truiden,2,0,1.0,0.0,Belçika,2024-2025,1
08/02/2025,Club Brugge,Oud-Heverlee Leuven,1,0,1.0,0.0,Belçika,2024-2025,1
08/02/2025,Dender,St Truiden,2,1,1.0,0.0,Belçika,2024-2025,1
08/02/2025,Genk,Cercle Brugge,2,1,2.0,1.0,Belçika,2024-2025,1
08/03/2025,Kortrijk,Oud-Heverlee Leuven,2,0,1.0,0.0,Belçika,2024-2025,1
08/03/2025,Charleroi,Mechelen,0,1,0.0,1.0,Belçika,2024-2025,1
08/03/2025,Dender,Genk,0,1,0.0,0.0,Belçika,2024-2025,1
08/11/2024,St Truiden,Mechelen,2,1,1.0,0.0,Belçika,2024-2025,1
08/12/2024,Antwerp,Charleroi,1,3,0.0,1.0,Belçika,2024-2025,1
08/12/2024,Cercle Brugge,St. Gilloise,0,0,0.0,0.0,Belçika,2024-2025,1
08/12/2024,Anderlecht,Beerschot VA,2,1,1.0,1.0,Belçika,2024-2025,1
08/12/2024,Dender,Westerlo,1,0,1.0,0.0,Belçika,2024-2025,1
09/02/2025,Anderlecht,Antwerp,2,0,0.0,0.0,Belçika,2024-2025,1
09/02/2025,Kortrijk,St. Gilloise,1,2,0.0,1.0,Belçika,2024-2025,1
09/02/2025,Westerlo,Standard,4,2,2.0,1.0,Belçika,2024-2025,1
09/02/2025,Beerschot VA,Charleroi,1,1,1.0,0.0,Belçika,2024-2025,1
09/03/2025,Cercle Brugge,Club Brugge,1,3,0.0,3.0,Belçika,2024-2025,1
09/03/2025,Westerlo,Anderlecht,2,0,2.0,0.0,Belçika,2024-2025,1
09/03/2025,Antwerp,Gent,0,1,0.0,0.0,Belçika,2024-2025,1
09/03/2025,St. Gilloise,Standard,3,0,1.0,0.0,Belçika,2024-2025,1
09/05/2025,Charleroi,Westerlo,4,3,1.0,2.0,Belçika,2024-2025,1
09/08/2024,Standard,Mechelen,0,0,0.0,0.0,Belçika,2024-2025,2
09/11/2024,Kortrijk,Antwerp,1,2,0.0,1.0,Belçika,2024-2025,2
09/11/2024,Dender,Oud-Heverlee Leuven,1,1,1.0,1.0,Belçika,2024-2025,2
09/11/2024,Charleroi,Westerlo,1,0,0.0,0.0,Belçika,2024-2025,2
10/01/2025,Standard,Kortrijk,1,0,0.0,0.0,Belçika,2024-2025,2
10/05/2025,Beerschot VA,Cercle Brugge,4,2,0.0,1.0,Belçika,2024-2025,2
10/05/2025,Kortrijk,St Truiden,2,2,2.0,2.0,Belçika,2024-2025,2
10/05/2025,Mechelen,Standard,0,0,0.0,0.0,Belçika,2024-2025,2
10/05/2025,Anderlecht,St. Gilloise,0,1,0.0,1.0,Belçika,2024-2025,2
10/08/2024,Dender,Kortrijk,4,1,2.0,1.0,Belçika,2024-2025,2
10/08/2024,Westerlo,St. Gilloise,4,3,3.0,1.0,Belçika,2024-2025,2
10/08/2024,Anderlecht,Oud-Heverlee Leuven,1,1,1.0,1.0,Belçika,2024-2025,2
10/11/2024,Cercle Brugge,Anderlecht,0,5,0.0,1.0,Belçika,2024-2025,2
10/11/2024,Gent,Standard,5,0,2.0,0.0,Belçika,2024-2025,2
10/11/2024,St. Gilloise,Genk,4,0,2.0,0.0,Belçika,2024-2025,2
10/11/2024,Beerschot VA,Club Brugge,2,2,0.0,2.0,Belçika,2024-2025,2
11/01/2025,Westerlo,St Truiden,1,2,1.0,1.0,Belçika,2024-2025,2
11/01/2025,Genk,Oud-Heverlee Leuven,2,0,0.0,0.0,Belçika,2024-2025,2
11/01/2025,Charleroi,St. Gilloise,1,2,1.0,0.0,Belçika,2024-2025,2
11/04/2025,Westerlo,Charleroi,2,2,1.0,1.0,Belçika,2024-2025,2
11/05/2025,Gent,Antwerp,0,3,0.0,2.0,Belçika,2024-2025,2
11/05/2025,Genk,Club Brugge,0,2,0.0,1.0,Belçika,2024-2025,2
11/05/2025,Dender,Oud-Heverlee Leuven,5,0,4.0,0.0,Belçika,2024-2025,2
11/08/2024,Genk,Club Brugge,3,2,0.0,1.0,Belçika,2024-2025,2
11/08/2024,Antwerp,St Truiden,6,1,2.0,0.0,Belçika,2024-2025,2
11/08/2024,Charleroi,Gent,1,0,0.0,0.0,Belçika,2024-2025,2
11/08/2024,Cercle Brugge,Beerschot VA,4,1,3.0,1.0,Belçika,2024-2025,2
12/01/2025,Beerschot VA,Antwerp,1,1,1.0,0.0,Belçika,2024-2025,2
12/01/2025,Dender,Gent,0,0,0.0,0.0,Belçika,2024-2025,2
12/01/2025,Anderlecht,Club Brugge,0,3,0.0,2.0,Belçika,2024-2025,2
12/01/2025,Cercle Brugge,Mechelen,1,0,1.0,0.0,Belçika,2024-2025,2
12/04/2025,Kortrijk,Beerschot VA,3,2,2.0,2.0,Belçika,2024-2025,2
12/04/2025,St Truiden,Cercle Brugge,3,1,2.0,1.0,Belçika,2024-2025,2
12/04/2025,St. Gilloise,Anderlecht,2,0,1.0,0.0,Belçika,2024-2025,2
13/04/2025,Antwerp,Gent,0,1,0.0,1.0,Belçika,2024-2025,2
13/04/2025,Mechelen,Oud-Heverlee Leuven,1,1,1.0,1.0,Belçika,2024-2025,2
13/04/2025,Club Brugge,Genk,1,0,0.0,0.0,Belçika,2024-2025,2
13/04/2025,Dender,Standard,1,1,1.0,1.0,Belçika,2024-2025,2
13/09/2024,Dender,Standard,0,2,0.0,1.0,Belçika,2024-2025,2
13/12/2024,Mechelen,Antwerp,1,1,0.0,1.0,Belçika,2024-2025,2
14/02/2025,Standard,Genk,1,2,0.0,1.0,Belçika,2024-2025,2
14/09/2024,Cercle Brugge,Genk,2,3,2.0,2.0,Belçika,2024-2025,2
14/09/2024,Kortrijk,Club Brugge,0,3,0.0,1.0,Belçika,2024-2025,2
14/09/2024,Anderlecht,Westerlo,2,2,1.0,1.0,Belçika,2024-2025,2
14/12/2024,Beerschot VA,Standard,0,0,0.0,0.0,Belçika,2024-2025,2
14/12/2024,Oud-Heverlee Leuven,Charleroi,1,0,0.0,0.0,Belçika,2024-2025,2
14/12/2024,Kortrijk,Dender,0,3,0.0,3.0,Belçika,2024-2025,2
15/02/2025,Oud-Heverlee Leuven,Dender,3,2,1.0,2.0,Belçika,2024-2025,2
15/02/2025,Antwerp,Kortrijk,2,1,2.0,0.0,Belçika,2024-2025,2
15/02/2025,St Truiden,Club Brugge,2,2,2.0,0.0,Belçika,2024-2025,2
15/03/2025,Genk,St. Gilloise,2,1,0.0,0.0,Belçika,2024-2025,2
15/09/2024,Antwerp,St. Gilloise,2,0,0.0,0.0,Belçika,2024-2025,2
15/09/2024,St Truiden,Oud-Heverlee Leuven,2,1,1.0,0.0,Belçika,2024-2025,2
15/09/2024,Charleroi,Beerschot VA,3,0,1.0,0.0,Belçika,2024-2025,2
15/09/2024,Gent,Mechelen,2,0,2.0,0.0,Belçika,2024-2025,2
15/12/2024,Club Brugge,Genk,2,0,0.0,0.0,Belçika,2024-2025,2
15/12/2024,St. Gilloise,Westerlo,3,1,2.0,0.0,Belçika,2024-2025,2
15/12/2024,St Truiden,Anderlecht,0,2,0.0,1.0,Belçika,2024-2025,2
15/12/2024,Gent,Cercle Brugge,1,1,1.0,0.0,Belçika,2024-2025,2
16/02/2025,Gent,Beerschot VA,3,2,1.0,1.0,Belçika,2024-2025,2
16/02/2025,St. Gilloise,Mechelen,0,1,0.0,1.0,Belçika,2024-2025,2
16/02/2025,Charleroi,Anderlecht,0,1,0.0,0.0,Belçika,2024-2025,2
16/02/2025,Cercle Brugge,Westerlo,1,1,0.0,1.0,Belçika,2024-2025,2
16/03/2025,Standard,Antwerp,0,0,0.0,0.0,Belçika,2024-2025,2
16/03/2025,Anderlecht,Cercle Brugge,3,0,1.0,0.0,Belçika,2024-2025,2
16/03/2025,Club Brugge,Charleroi,4,2,1.0,1.0,Belçika,2024-2025,2
16/03/2025,Gent,Kortrijk,1,2,0.0,1.0,Belçika,2024-2025,2
16/03/2025,Mechelen,Dender,2,1,0.0,0.0,Belçika,2024-2025,2
16/03/2025,Oud-Heverlee Leuven,St Truiden,3,2,1.0,1.0,Belçika,2024-2025,2
16/03/2025,Beerschot VA,Westerlo,1,2,0.0,1.0,Belçika,2024-2025,2
16/05/2025,Oud-Heverlee Leuven,Westerlo,0,2,0.0,1.0,Belçika,2024-2025,2
16/08/2024,St. Gilloise,Charleroi,1,0,0.0,0.0,Belçika,2024-2025,2
17/01/2025,Gent,Charleroi,1,1,0.0,1.0,Belçika,2024-2025,2
17/05/2025,Standard,Dender,0,0,0.0,0.0,Belçika,2024-2025,2
17/05/2025,Antwerp,St. Gilloise,0,4,0.0,3.0,Belçika,2024-2025,2
17/08/2024,Beerschot VA,Genk,3,4,1.0,3.0,Belçika,2024-2025,2
17/08/2024,St Truiden,Dender,3,3,2.0,1.0,Belçika,2024-2025,2
17/08/2024,Mechelen,Anderlecht,1,3,1.0,2.0,Belçika,2024-2025,2
17/09/2024,Anderlecht,Genk,0,2,0.0,1.0,Belçika,2024-2025,2
18/01/2025,Dender,Cercle Brugge,0,1,0.0,1.0,Belçika,2024-2025,2
18/01/2025,Mechelen,Genk,1,2,1.0,2.0,Belçika,2024-2025,2
18/01/2025,Club Brugge,Beerschot VA,4,2,2.0,0.0,Belçika,2024-2025,2
18/05/2025,Anderlecht,Club Brugge,1,3,1.0,3.0,Belçika,2024-2025,2
18/05/2025,Mechelen,Charleroi,1,1,0.0,1.0,Belçika,2024-2025,2
18/05/2025,Gent,Genk,1,4,1.0,2.0,Belçika,2024-2025,2
18/08/2024,Club Brugge,Antwerp,1,0,0.0,0.0,Belçika,2024-2025,2
18/08/2024,Oud-Heverlee Leuven,Cercle Brugge,1,1,1.0,1.0,Belçika,2024-2025,2
18/08/2024,Kortrijk,Standard,1,0,0.0,0.0,Belçika,2024-2025,2
18/08/2024,Gent,Westerlo,4,1,3.0,1.0,Belçika,2024-2025,2
18/10/2024,Beerschot VA,Anderlecht,2,1,1.0,0.0,Belçika,2024-2025,3
19/01/2025,Kortrijk,Anderlecht,0,2,0.0,0.0,Belçika,2024-2025,3
19/01/2025,St. Gilloise,Oud-Heverlee Leuven,1,0,1.0,0.0,Belçika,2024-2025,3
19/01/2025,St Truiden,Standard,1,2,1.0,1.0,Belçika,2024-2025,3
19/01/2025,Antwerp,Westerlo,3,2,1.0,2.0,Belçika,2024-2025,3
19/04/2025,Oud-Heverlee Leuven,Dender,4,4,3.0,1.0,Belçika,2024-2025,3
19/04/2025,Charleroi,Mechelen,3,0,2.0,0.0,Belçika,2024-2025,3
19/04/2025,Standard,Westerlo,1,1,0.0,0.0,Belçika,2024-2025,3
19/10/2024,Westerlo,Club Brugge,1,2,1.0,2.0,Belçika,2024-2025,3
19/10/2024,Cercle Brugge,Dender,0,0,0.0,0.0,Belçika,2024-2025,3
19/10/2024,St. Gilloise,Gent,0,0,0.0,0.0,Belçika,2024-2025,3
20/04/2025,Anderlecht,Antwerp,0,0,0.0,0.0,Belçika,2024-2025,3
20/04/2025,Genk,St. Gilloise,1,2,0.0,1.0,Belçika,2024-2025,3
20/04/2025,Gent,Club Brugge,0,5,0.0,3.0,Belçika,2024-2025,3
20/09/2024,Standard,St. Gilloise,0,0,0.0,0.0,Belçika,2024-2025,3
20/10/2024,Genk,St Truiden,3,2,3.0,1.0,Belçika,2024-2025,3
20/10/2024,Oud-Heverlee Leuven,Antwerp,1,1,0.0,1.0,Belçika,2024-2025,3
20/10/2024,Standard,Charleroi,2,1,2.0,0.0,Belçika,2024-2025,3
20/10/2024,Mechelen,Kortrijk,3,0,1.0,0.0,Belçika,2024-2025,3
20/12/2024,Westerlo,Mechelen,1,1,0.0,1.0,Belçika,2024-2025,3
21/02/2025,Mechelen,St Truiden,1,1,1.0,0.0,Belçika,2024-2025,3
21/09/2024,Beerschot VA,St Truiden,0,3,0.0,1.0,Belçika,2024-2025,3
21/09/2024,Westerlo,Antwerp,1,2,1.0,1.0,Belçika,2024-2025,3
21/09/2024,Anderlecht,Charleroi,0,0,0.0,0.0,Belçika,2024-2025,3
21/12/2024,Charleroi,St Truiden,2,1,1.0,0.0,Belçika,2024-2025,3
21/12/2024,Dender,Antwerp,1,3,0.0,1.0,Belçika,2024-2025,3
21/12/2024,Beerschot VA,Kortrijk,2,2,0.0,0.0,Belçika,2024-2025,3
22/02/2025,Dender,Beerschot VA,0,0,0.0,0.0,Belçika,2024-2025,3
22/02/2025,Westerlo,Charleroi,1,3,1.0,0.0,Belçika,2024-2025,3
22/02/2025,Antwerp,Oud-Heverlee Leuven,2,2,0.0,0.0,Belçika,2024-2025,3
22/04/2025,Dender,Charleroi,2,1,0.0,1.0,Belçika,2024-2025,3
22/04/2025,Mechelen,Westerlo,2,3,1.0,1.0,Belçika,2024-2025,3
22/04/2025,Standard,Oud-Heverlee Leuven,0,1,0.0,0.0,Belçika,2024-2025,3
22/09/2024,Club Brugge,Gent,2,4,0.0,2.0,Belçika,2024-2025,3
22/09/2024,Mechelen,Cercle Brugge,2,0,1.0,0.0,Belçika,2024-2025,3
22/09/2024,Genk,Dender,4,0,1.0,0.0,Belçika,2024-2025,3
22/09/2024,Oud-Heverlee Leuven,Kortrijk,1,1,0.0,0.0,Belçika,2024-2025,3
22/11/2024,Antwerp,Dender,1,1,0.0,1.0,Belçika,2024-2025,3
22/12/2024,Genk,Anderlecht,2,0,1.0,0.0,Belçika,2024-2025,3
22/12/2024,Standard,Gent,0,1,0.0,0.0,Belçika,2024-2025,3
22/12/2024,St. Gilloise,Club Brugge,2,2,1.0,0.0,Belçika,2024-2025,3
22/12/2024,Cercle Brugge,Oud-Heverlee Leuven,1,0,0.0,0.0,Belçika,2024-2025,3
23/02/2025,Club Brugge,Standard,1,2,0.0,0.0,Belçika,2024-2025,3
23/02/2025,Genk,Gent,0,0,0.0,0.0,Belçika,2024-2025,3
23/02/2025,Anderlecht,St. Gilloise,0,2,0.0,1.0,Belçika,2024-2025,3
23/02/2025,Kortrijk,Cercle Brugge,1,1,1.0,0.0,Belçika,2024-2025,3
23/04/2025,Anderlecht,Gent,5,0,3.0,0.0,Belçika,2024-2025,3
23/04/2025,Antwerp,Genk,1,1,0.0,0.0,Belçika,2024-2025,3
23/11/2024,Club Brugge,St Truiden,7,0,3.0,0.0,Belçika,2024-2025,3
23/11/2024,Standard,Cercle Brugge,1,0,0.0,0.0,Belçika,2024-2025,3
23/11/2024,Genk,Charleroi,3,0,0.0,0.0,Belçika,2024-2025,3
24/01/2025,St Truiden,Antwerp,1,1,1.0,1.0,Belçika,2024-2025,3
24/04/2025,Club Brugge,St. Gilloise,0,1,0.0,1.0,Belçika,2024-2025,3
24/05/2025,Charleroi,Oud-Heverlee Leuven,2,1,1.0,1.0,Belçika,2024-2025,3
24/05/2025,Dender,Mechelen,2,2,2.0,2.0,Belçika,2024-2025,3
24/05/2025,Westerlo,Standard,0,0,0.0,0.0,Belçika,2024-2025,3
24/08/2024,Westerlo,Oud-Heverlee Leuven,1,1,1.0,1.0,Belçika,2024-2025,3
24/08/2024,Antwerp,Mechelen,0,1,0.0,1.0,Belçika,2024-2025,3
24/11/2024,Mechelen,Beerschot VA,3,0,1.0,0.0,Belçika,2024-2025,3
24/11/2024,Oud-Heverlee Leuven,St. Gilloise,1,1,1.0,1.0,Belçika,2024-2025,3
24/11/2024,Anderlecht,Gent,6,0,3.0,0.0,Belçika,2024-2025,3
24/11/2024,Westerlo,Kortrijk,4,0,0.0,0.0,Belçika,2024-2025,3
25/01/2025,Westerlo,Genk,1,2,0.0,2.0,Belçika,2024-2025,3
25/01/2025,Charleroi,Cercle Brugge,1,1,1.0,1.0,Belçika,2024-2025,3
25/01/2025,Club Brugge,Kortrijk,1,1,1.0,1.0,Belçika,2024-2025,3
25/04/2025,Beerschot VA,Kortrijk,2,0,2.0,0.0,Belçika,2024-2025,3
25/05/2025,Club Brugge,Antwerp,1,1,1.0,1.0,Belçika,2024-2025,3
25/05/2025,Genk,Anderlecht,2,1,1.0,1.0,Belçika,2024-2025,3
25/05/2025,St. Gilloise,Gent,3,1,1.0,1.0,Belçika,2024-2025,3
25/08/2024,Dender,Club Brugge,1,2,1.0,2.0,Belçika,2024-2025,3
25/08/2024,St Truiden,St. Gilloise,0,0,0.0,0.0,Belçika,2024-2025,3
25/08/2024,Standard,Beerschot VA,1,0,0.0,0.0,Belçika,2024-2025,3
25/08/2024,Charleroi,Kortrijk,1,0,1.0,0.0,Belçika,2024-2025,3
25/10/2024,Kortrijk,Beerschot VA,1,0,0.0,0.0,Belçika,2024-2025,3
26/01/2025,Standard,Dender,1,0,1.0,0.0,Belçika,2024-2025,3
26/01/2025,Beerschot VA,St. Gilloise,0,4,0.0,3.0,Belçika,2024-2025,3
26/01/2025,Anderlecht,Mechelen,4,1,2.0,0.0,Belçika,2024-2025,3
26/01/2025,Oud-Heverlee Leuven,Gent,0,0,0.0,0.0,Belçika,2024-2025,3
26/04/2025,Oud-Heverlee Leuven,Standard,1,1,1.0,0.0,Belçika,2024-2025,3
26/04/2025,Westerlo,Mechelen,2,2,0.0,0.0,Belçika,2024-2025,3
26/04/2025,Cercle Brugge,St Truiden,3,1,2.0,0.0,Belçika,2024-2025,3
26/04/2025,Charleroi,Dender,4,1,1.0,0.0,Belçika,2024-2025,3
26/07/2024,Club Brugge,Mechelen,1,1,0.0,0.0,Belçika,2024-2025,3
26/09/2024,Cercle Brugge,Gent,2,1,0.0,0.0,Belçika,2024-2025,3
26/10/2024,Charleroi,Oud-Heverlee Leuven,0,2,0.0,2.0,Belçika,2024-2025,3
26/10/2024,Dender,Mechelen,2,5,0.0,0.0,Belçika,2024-2025,3
26/10/2024,St Truiden,Westerlo,2,0,1.0,0.0,Belçika,2024-2025,3
26/12/2024,Antwerp,Genk,2,2,2.0,1.0,Belçika,2024-2025,3
26/12/2024,Club Brugge,Westerlo,4,3,2.0,1.0,Belçika,2024-2025,3
26/12/2024,Kortrijk,Charleroi,0,1,0.0,1.0,Belçika,2024-2025,4
26/12/2024,Mechelen,Standard,0,0,0.0,0.0,Belçika,2024-2025,4
26/12/2024,Gent,St. Gilloise,1,3,0.0,1.0,Belçika,2024-2025,4
27/04/2025,Gent,Anderlecht,0,1,0.0,0.0,Belçika,2024-2025,4
27/04/2025,Genk,Antwerp,0,1,0.0,1.0,Belçika,2024-2025,4
27/04/2025,St. Gilloise,Club Brugge,0,0,0.0,0.0,Belçika,2024-2025,4
27/07/2024,Anderlecht,St Truiden,1,0,0.0,0.0,Belçika,2024-2025,4
27/07/2024,Beerschot VA,Oud-Heverlee Leuven,0,0,0.0,0.0,Belçika,2024-2025,4
27/07/2024,Dender,St. Gilloise,0,0,0.0,0.0,Belçika,2024-2025,4
27/09/2024,Charleroi,Club Brugge,1,1,0.0,0.0,Belçika,2024-2025,4
27/10/2024,Club Brugge,Anderlecht,2,1,1.0,0.0,Belçika,2024-2025,4
27/10/2024,Antwerp,Standard,3,0,1.0,0.0,Belçika,2024-2025,4
27/10/2024,Gent,Genk,0,2,0.0,0.0,Belçika,2024-2025,4
27/10/2024,St. Gilloise,Cercle Brugge,1,3,1.0,0.0,Belçika,2024-2025,4
27/12/2024,Oud-Heverlee Leuven,Beerschot VA,2,0,0.0,0.0,Belçika,2024-2025,4
27/12/2024,Anderlecht,Dender,2,3,2.0,1.0,Belçika,2024-2025,4
27/12/2024,St Truiden,Cercle Brugge,1,1,0.0,1.0,Belçika,2024-2025,4
28/02/2025,Charleroi,Genk,1,1,0.0,0.0,Belçika,2024-2025,4
28/03/2025,Oud-Heverlee Leuven,Charleroi,0,0,0.0,0.0,Belçika,2024-2025,4
28/07/2024,Charleroi,Antwerp,0,1,0.0,1.0,Belçika,2024-2025,4
28/07/2024,Genk,Standard,0,0,0.0,0.0,Belçika,2024-2025,4
28/07/2024,Kortrijk,Gent,0,1,0.0,0.0,Belçika,2024-2025,4
28/07/2024,Westerlo,Cercle Brugge,3,0,1.0,0.0,Belçika,2024-2025,4
28/09/2024,Genk,Mechelen,2,1,0.0,0.0,Belçika,2024-2025,4
28/09/2024,Standard,Westerlo,1,2,0.0,1.0,Belçika,2024-2025,4
28/09/2024,Dender,Anderlecht,1,1,0.0,1.0,Belçika,2024-2025,4
29/03/2025,Beerschot VA,St Truiden,0,1,0.0,0.0,Belçika,2024-2025,4
29/03/2025,Standard,Mechelen,2,2,2.0,1.0,Belçika,2024-2025,4
29/03/2025,St. Gilloise,Antwerp,5,1,3.0,1.0,Belçika,2024-2025,4
29/09/2024,Antwerp,Beerschot VA,5,0,,,Belçika,2024-2025,4
29/09/2024,St. Gilloise,Kortrijk,3,0,1.0,0.0,Belçika,2024-2025,4
29/09/2024,Gent,Oud-Heverlee Leuven,3,0,2.0,0.0,Belçika,2024-2025,4
29/09/2024,Cercle Brugge,St Truiden,1,1,1.0,0.0,Belçika,2024-2025,4
29/11/2024,Kortrijk,Mechelen,3,1,2.0,0.0,Belçika,2024-2025,4
30/03/2025,Club Brugge,Anderlecht,2,0,1.0,0.0,Belçika,2024-2025,4
30/03/2025,Kortrijk,Cercle Brugge,2,2,1.0,0.0,Belçika,2024-2025,4
30/03/2025,Genk,Gent,4,0,1.0,0.0,Belçika,2024-2025,4
30/03/2025,Dender,Westerlo,1,0,1.0,0.0,Belçika,2024-2025,4
30/08/2024,Genk,Westerlo,1,0,0.0,0.0,Belçika,2024-2025,4
30/11/2024,Club Brugge,Dender,4,1,2.0,1.0,Belçika,2024-2025,4
30/11/2024,Charleroi,Standard,1,1,0.0,1.0,Belçika,2024-2025,4
