Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,League,Season,Week
08/03/2025,Benfica,Nacional,3,0,2.0,0.0,Portekiz,2024-2025,1
08/03/2025,Estoril,Farense,2,2,0.0,0.0,Portekiz,2024-2025,1
08/03/2025,Sp Braga,Porto,1,0,1.0,0.0,Portekiz,2024-2025,1
08/11/2024,Moreirense,Gil Vicente,3,2,0.0,1.0,Portekiz,2024-2025,1
08/12/2024,Boavista,Farense,1,1,0.0,0.0,Portekiz,2024-2025,1
08/12/2024,Casa Pia,AVS,1,1,1.0,0.0,Portekiz,2024-2025,1
09/02/2025,Estoril,Boavista,2,1,1.0,0.0,Portekiz,2024-2025,1
09/02/2025,Farense,Nacional,0,2,0.0,0.0,Portekiz,2024-2025,2
09/02/2025,Sp Braga,Gil Vicente,2,0,1.0,0.0,Portekiz,2024-2025,2
09/02/2025,Casa Pia,Estrela,1,0,1.0,0.0,Portekiz,2024-2025,2
09/03/2025,Santa Clara,Moreirense,1,1,0.0,0.0,Portekiz,2024-2025,2
09/03/2025,Casa Pia,Sp Lisbon,1,3,1.0,2.0,Portekiz,2024-2025,2
09/03/2025,Boavista,Guimaraes,1,2,1.0,0.0,Portekiz,2024-2025,2
09/08/2024,Sp Lisbon,Rio Ave,3,1,2.0,0.0,Portekiz,2024-2025,2
09/11/2024,Casa Pia,Farense,1,1,1.0,1.0,Portekiz,2024-2025,2
09/11/2024,Estoril,AVS,0,0,0.0,0.0,Portekiz,2024-2025,2
09/11/2024,Famalicao,Arouca,0,0,0.0,0.0,Portekiz,2024-2025,2
09/11/2024,Boavista,Rio Ave,0,2,0.0,1.0,Portekiz,2024-2025,2
09/12/2024,Estrela,Arouca,2,1,0.0,1.0,Portekiz,2024-2025,2
10/02/2025,Arouca,Rio Ave,1,1,0.0,0.0,Portekiz,2024-2025,2
10/03/2025,Famalicao,Rio Ave,1,0,1.0,0.0,Portekiz,2024-2025,2
10/05/2025,Nacional,Rio Ave,3,3,0.0,3.0,Portekiz,2024-2025,2
10/05/2025,Santa Clara,Famalicao,2,1,1.0,0.0,Portekiz,2024-2025,2
10/05/2025,Benfica,Sp Lisbon,1,1,0.0,1.0,Portekiz,2024-2025,2
10/05/2025,Casa Pia,Sp Braga,2,1,1.0,1.0,Portekiz,2024-2025,2
10/05/2025,Gil Vicente,Arouca,1,1,0.0,0.0,Portekiz,2024-2025,2
10/08/2024,AVS,Nacional,1,1,0.0,1.0,Portekiz,2024-2025,2
10/08/2024,Casa Pia,Boavista,0,1,0.0,0.0,Portekiz,2024-2025,2
10/08/2024,Porto,Gil Vicente,3,0,1.0,0.0,Portekiz,2024-2025,2
10/11/2024,Estrela,Nacional,2,0,0.0,0.0,Portekiz,2024-2025,2
10/11/2024,Santa Clara,Guimaraes,1,0,0.0,0.0,Portekiz,2024-2025,2
10/11/2024,Sp Braga,Sp Lisbon,2,4,2.0,0.0,Portekiz,2024-2025,2
10/11/2024,Benfica,Porto,4,1,1.0,1.0,Portekiz,2024-2025,2
11/04/2025,Gil Vicente,Guimaraes,0,1,0.0,0.0,Portekiz,2024-2025,2
11/05/2025,Estrela,AVS,0,1,0.0,0.0,Portekiz,2024-2025,2
11/05/2025,Guimaraes,Farense,1,2,0.0,1.0,Portekiz,2024-2025,2
11/05/2025,Moreirense,Estoril,2,2,1.0,0.0,Portekiz,2024-2025,2
11/05/2025,Boavista,Porto,1,2,1.0,2.0,Portekiz,2024-2025,2
11/08/2024,Estoril,Santa Clara,1,4,1.0,1.0,Portekiz,2024-2025,2
11/08/2024,Famalicao,Benfica,2,0,1.0,0.0,Portekiz,2024-2025,2
11/08/2024,Farense,Moreirense,1,2,0.0,1.0,Portekiz,2024-2025,2
11/08/2024,Sp Braga,Estrela,1,1,0.0,0.0,Portekiz,2024-2025,2
12/01/2025,Nacional,Porto,2,0,2.0,0.0,Portekiz,2024-2025,2
12/04/2025,Boavista,Nacional,0,1,0.0,1.0,Portekiz,2024-2025,2
12/04/2025,Famalicao,Estoril,3,0,0.0,0.0,Portekiz,2024-2025,2
12/04/2025,Santa Clara,Sp Lisbon,0,1,0.0,0.0,Portekiz,2024-2025,2
12/04/2025,Casa Pia,Porto,0,1,0.0,1.0,Portekiz,2024-2025,2
12/08/2024,Arouca,Guimaraes,0,1,0.0,1.0,Portekiz,2024-2025,2
13/04/2025,Estrela,Farense,0,1,0.0,0.0,Portekiz,2024-2025,2
13/04/2025,Benfica,Arouca,2,2,0.0,0.0,Portekiz,2024-2025,2
13/04/2025,Sp Braga,AVS,4,1,3.0,1.0,Portekiz,2024-2025,2
13/04/2025,Moreirense,Rio Ave,0,2,0.0,0.0,Portekiz,2024-2025,2
13/09/2024,Arouca,Sp Lisbon,0,3,0.0,1.0,Portekiz,2024-2025,2
14/02/2025,Boavista,Estrela,0,1,0.0,1.0,Portekiz,2024-2025,2
14/09/2024,Casa Pia,Moreirense,3,1,0.0,1.0,Portekiz,2024-2025,2
14/09/2024,AVS,Rio Ave,1,0,0.0,0.0,Portekiz,2024-2025,2
14/09/2024,Benfica,Santa Clara,4,1,2.0,1.0,Portekiz,2024-2025,2
14/09/2024,Famalicao,Gil Vicente,1,1,1.0,0.0,Portekiz,2024-2025,2
14/12/2024,Farense,Gil Vicente,0,1,0.0,0.0,Portekiz,2024-2025,2
14/12/2024,Nacional,Moreirense,1,0,0.0,0.0,Portekiz,2024-2025,2
14/12/2024,Sp Lisbon,Boavista,3,2,1.0,1.0,Portekiz,2024-2025,2
15/02/2025,Moreirense,Casa Pia,3,2,3.0,0.0,Portekiz,2024-2025,2
15/02/2025,Nacional,Estoril,2,2,1.0,1.0,Portekiz,2024-2025,2
15/02/2025,Santa Clara,Benfica,0,1,0.0,0.0,Portekiz,2024-2025,2
15/02/2025,Sp Lisbon,Arouca,2,2,1.0,2.0,Portekiz,2024-2025,2
15/03/2025,Farense,Sp Braga,0,1,0.0,0.0,Portekiz,2024-2025,2
15/03/2025,Gil Vicente,Santa Clara,0,1,0.0,1.0,Portekiz,2024-2025,2
15/03/2025,Porto,AVS,2,0,1.0,0.0,Portekiz,2024-2025,2
15/03/2025,Sp Lisbon,Famalicao,3,1,1.0,1.0,Portekiz,2024-2025,2
15/09/2024,Porto,Farense,2,1,0.0,0.0,Portekiz,2024-2025,2
15/09/2024,Estoril,Nacional,1,0,1.0,0.0,Portekiz,2024-2025,2
15/09/2024,Sp Braga,Guimaraes,0,2,0.0,0.0,Portekiz,2024-2025,2
15/12/2024,Arouca,Santa Clara,1,0,0.0,0.0,Portekiz,2024-2025,2
15/12/2024,AVS,Benfica,1,1,0.0,1.0,Portekiz,2024-2025,2
15/12/2024,Estoril,Casa Pia,0,2,0.0,0.0,Portekiz,2024-2025,2
16/02/2025,Rio Ave,AVS,1,1,0.0,1.0,Portekiz,2024-2025,2
16/02/2025,Farense,Porto,0,1,0.0,0.0,Portekiz,2024-2025,2
16/02/2025,Guimaraes,Sp Braga,0,0,0.0,0.0,Portekiz,2024-2025,2
16/03/2025,Arouca,Estoril,1,1,1.0,0.0,Portekiz,2024-2025,2
16/03/2025,Nacional,Casa Pia,3,1,1.0,0.0,Portekiz,2024-2025,2
16/03/2025,Rio Ave,Benfica,2,3,0.0,1.0,Portekiz,2024-2025,2
16/03/2025,Guimaraes,Estrela,2,0,1.0,0.0,Portekiz,2024-2025,2
16/03/2025,Moreirense,Boavista,1,0,1.0,0.0,Portekiz,2024-2025,2
16/05/2025,Famalicao,Casa Pia,2,1,1.0,0.0,Portekiz,2024-2025,2
16/05/2025,Rio Ave,Gil Vicente,1,1,1.0,1.0,Portekiz,2024-2025,2
16/08/2024,Santa Clara,Porto,0,2,0.0,2.0,Portekiz,2024-2025,2
16/08/2024,Gil Vicente,AVS,4,2,2.0,2.0,Portekiz,2024-2025,2
16/09/2024,Estrela,Boavista,2,2,1.0,2.0,Portekiz,2024-2025,2
16/12/2024,Sp Braga,Famalicao,3,3,0.0,1.0,Portekiz,2024-2025,2
16/12/2024,Porto,Estrela,2,0,1.0,0.0,Portekiz,2024-2025,2
16/12/2024,Rio Ave,Guimaraes,2,2,2.0,0.0,Portekiz,2024-2025,2
17/01/2025,Benfica,Famalicao,4,0,2.0,0.0,Portekiz,2024-2025,2
17/02/2025,Gil Vicente,Famalicao,0,2,0.0,1.0,Portekiz,2024-2025,2
17/05/2025,Arouca,Boavista,4,1,3.0,1.0,Portekiz,2024-2025,2
17/05/2025,AVS,Moreirense,0,3,0.0,2.0,Portekiz,2024-2025,2
17/05/2025,Estoril,Estrela,4,0,4.0,0.0,Portekiz,2024-2025,2
17/05/2025,Farense,Santa Clara,1,2,1.0,1.0,Portekiz,2024-2025,3
17/05/2025,Porto,Nacional,3,0,1.0,0.0,Portekiz,2024-2025,3
17/05/2025,Sp Braga,Benfica,1,1,1.0,0.0,Portekiz,2024-2025,3
17/05/2025,Sp Lisbon,Guimaraes,2,0,0.0,0.0,Portekiz,2024-2025,3
17/08/2024,Rio Ave,Farense,1,0,1.0,0.0,Portekiz,2024-2025,3
17/08/2024,Nacional,Sp Lisbon,1,6,1.0,2.0,Portekiz,2024-2025,3
17/08/2024,Benfica,Casa Pia,3,0,0.0,0.0,Portekiz,2024-2025,3
18/01/2025,Santa Clara,Estoril,2,3,1.0,2.0,Portekiz,2024-2025,3
18/01/2025,Rio Ave,Sp Lisbon,0,3,0.0,2.0,Portekiz,2024-2025,3
18/01/2025,Guimaraes,Arouca,2,2,2.0,0.0,Portekiz,2024-2025,3
18/04/2025,Farense,Boavista,0,1,0.0,0.0,Portekiz,2024-2025,3
18/04/2025,Rio Ave,Santa Clara,1,1,1.0,0.0,Portekiz,2024-2025,3
18/04/2025,Porto,Famalicao,2,1,1.0,0.0,Portekiz,2024-2025,3
18/04/2025,Sp Lisbon,Moreirense,3,1,2.0,0.0,Portekiz,2024-2025,3
18/08/2024,Moreirense,Arouca,3,1,2.0,1.0,Portekiz,2024-2025,3
18/08/2024,Guimaraes,Estoril,1,0,1.0,0.0,Portekiz,2024-2025,3
18/08/2024,Boavista,Sp Braga,0,1,0.0,1.0,Portekiz,2024-2025,3
19/01/2025,Moreirense,Farense,0,0,0.0,0.0,Portekiz,2024-2025,3
19/01/2025,Nacional,AVS,3,1,3.0,1.0,Portekiz,2024-2025,3
19/01/2025,Estrela,Sp Braga,0,1,0.0,0.0,Portekiz,2024-2025,3
19/01/2025,Gil Vicente,Porto,3,1,1.0,0.0,Portekiz,2024-2025,3
19/04/2025,AVS,Casa Pia,1,1,1.0,0.0,Portekiz,2024-2025,3
19/04/2025,Nacional,Gil Vicente,0,3,0.0,1.0,Portekiz,2024-2025,3
19/04/2025,Arouca,Estrela,1,0,0.0,0.0,Portekiz,2024-2025,3
19/04/2025,Estoril,Sp Braga,0,2,0.0,2.0,Portekiz,2024-2025,3
19/04/2025,Guimaraes,Benfica,0,3,0.0,1.0,Portekiz,2024-2025,3
19/08/2024,Estrela,Famalicao,0,3,0.0,1.0,Portekiz,2024-2025,3
19/12/2024,Nacional,Benfica,0,2,0.0,0.0,Portekiz,2024-2025,3
20/01/2025,Boavista,Casa Pia,2,3,1.0,2.0,Portekiz,2024-2025,3
20/09/2024,Nacional,Sp Braga,0,3,0.0,0.0,Portekiz,2024-2025,3
20/12/2024,Casa Pia,Arouca,3,1,2.0,0.0,Portekiz,2024-2025,3
21/02/2025,Sp Braga,Nacional,1,0,1.0,0.0,Portekiz,2024-2025,3
21/09/2024,Rio Ave,Estoril,2,2,1.0,0.0,Portekiz,2024-2025,3
21/09/2024,Santa Clara,Estrela,1,0,0.0,0.0,Portekiz,2024-2025,3
21/09/2024,Guimaraes,Porto,0,3,0.0,0.0,Portekiz,2024-2025,3
21/09/2024,Moreirense,Famalicao,0,0,0.0,0.0,Portekiz,2024-2025,3
21/12/2024,Famalicao,Farense,1,2,0.0,1.0,Portekiz,2024-2025,3
21/12/2024,Boavista,AVS,0,0,0.0,0.0,Portekiz,2024-2025,3
21/12/2024,Moreirense,Porto,0,3,0.0,1.0,Portekiz,2024-2025,3
22/02/2025,Casa Pia,Gil Vicente,1,0,0.0,0.0,Portekiz,2024-2025,3
22/02/2025,Benfica,Boavista,3,0,1.0,0.0,Portekiz,2024-2025,3
22/02/2025,Estoril,Rio Ave,2,1,0.0,0.0,Portekiz,2024-2025,3
22/09/2024,Gil Vicente,Casa Pia,1,1,1.0,0.0,Portekiz,2024-2025,3
22/09/2024,Farense,Arouca,0,1,0.0,1.0,Portekiz,2024-2025,3
22/09/2024,Sp Lisbon,AVS,3,0,2.0,0.0,Portekiz,2024-2025,3
22/12/2024,Santa Clara,Sp Braga,0,2,0.0,0.0,Portekiz,2024-2025,3
22/12/2024,Gil Vicente,Sp Lisbon,0,0,0.0,0.0,Portekiz,2024-2025,3
23/02/2025,Arouca,Farense,2,2,0.0,1.0,Portekiz,2024-2025,3
23/02/2025,Estrela,Santa Clara,0,0,0.0,0.0,Portekiz,2024-2025,3
23/02/2025,AVS,Sp Lisbon,2,2,0.0,2.0,Portekiz,2024-2025,3
23/02/2025,Famalicao,Moreirense,2,0,0.0,0.0,Portekiz,2024-2025,3
23/08/2024,Farense,Sp Lisbon,0,5,0.0,2.0,Portekiz,2024-2025,3
23/09/2024,Boavista,Benfica,0,3,0.0,2.0,Portekiz,2024-2025,3
23/12/2024,Benfica,Estoril,3,0,1.0,0.0,Portekiz,2024-2025,3
23/12/2024,Guimaraes,Nacional,2,2,1.0,1.0,Portekiz,2024-2025,3
23/12/2024,Estrela,Rio Ave,1,0,1.0,0.0,Portekiz,2024-2025,3
24/01/2025,Arouca,Moreirense,1,0,0.0,0.0,Portekiz,2024-2025,3
24/02/2025,Porto,Guimaraes,1,1,0.0,0.0,Portekiz,2024-2025,3
24/08/2024,Casa Pia,Santa Clara,0,2,0.0,0.0,Portekiz,2024-2025,3
24/08/2024,Porto,Rio Ave,2,0,2.0,0.0,Portekiz,2024-2025,3
24/08/2024,Benfica,Estrela,1,0,1.0,0.0,Portekiz,2024-2025,3
24/08/2024,Famalicao,Boavista,1,0,1.0,0.0,Portekiz,2024-2025,3
25/01/2025,Famalicao,Estrela,0,0,0.0,0.0,Portekiz,2024-2025,3
25/01/2025,Farense,Rio Ave,1,2,0.0,1.0,Portekiz,2024-2025,3
25/01/2025,Casa Pia,Benfica,3,1,1.0,1.0,Portekiz,2024-2025,3
25/01/2025,Sp Lisbon,Nacional,2,0,1.0,0.0,Portekiz,2024-2025,3
25/04/2025,Famalicao,Sp Braga,1,1,1.0,0.0,Portekiz,2024-2025,3
25/08/2024,Arouca,Nacional,1,0,1.0,0.0,Portekiz,2024-2025,3
25/08/2024,Estoril,Gil Vicente,0,0,0.0,0.0,Portekiz,2024-2025,3
25/08/2024,AVS,Guimaraes,1,0,0.0,0.0,Portekiz,2024-2025,3
25/08/2024,Sp Braga,Moreirense,3,1,1.0,0.0,Portekiz,2024-2025,3
25/10/2024,Casa Pia,Nacional,1,0,1.0,0.0,Portekiz,2024-2025,3
25/10/2024,Santa Clara,Gil Vicente,2,1,2.0,1.0,Portekiz,2024-2025,3
26/01/2025,Estoril,Guimaraes,1,0,0.0,0.0,Portekiz,2024-2025,3
26/01/2025,Porto,Santa Clara,1,1,0.0,1.0,Portekiz,2024-2025,3
26/01/2025,Sp Braga,Boavista,3,0,2.0,0.0,Portekiz,2024-2025,3
26/04/2025,Santa Clara,Arouca,2,0,2.0,0.0,Portekiz,2024-2025,3
26/04/2025,Gil Vicente,Farense,1,0,0.0,0.0,Portekiz,2024-2025,3
26/04/2025,Estrela,Porto,2,0,1.0,0.0,Portekiz,2024-2025,3
26/10/2024,Estoril,Arouca,4,1,2.0,1.0,Portekiz,2024-2025,3
26/10/2024,Boavista,Moreirense,0,2,0.0,1.0,Portekiz,2024-2025,3
26/10/2024,Famalicao,Sp Lisbon,0,3,0.0,0.0,Portekiz,2024-2025,3
27/01/2025,AVS,Gil Vicente,1,0,0.0,0.0,Portekiz,2024-2025,3
27/04/2025,Moreirense,Nacional,1,1,0.0,0.0,Portekiz,2024-2025,3
27/04/2025,Benfica,AVS,6,0,4.0,0.0,Portekiz,2024-2025,3
27/04/2025,Guimaraes,Rio Ave,3,0,3.0,0.0,Portekiz,2024-2025,3
27/04/2025,Boavista,Sp Lisbon,0,5,0.0,2.0,Portekiz,2024-2025,3
27/09/2024,Estoril,Sp Lisbon,0,3,0.0,2.0,Portekiz,2024-2025,3
27/10/2024,Sp Braga,Farense,2,0,1.0,0.0,Portekiz,2024-2025,3
27/10/2024,Benfica,Rio Ave,5,0,3.0,0.0,Portekiz,2024-2025,4
27/10/2024,Estrela,Guimaraes,2,2,1.0,1.0,Portekiz,2024-2025,4
27/12/2024,Arouca,Gil Vicente,1,1,0.0,0.0,Portekiz,2024-2025,4
28/03/2025,Gil Vicente,Benfica,0,3,0.0,1.0,Portekiz,2024-2025,4
28/09/2024,Estrela,Moreirense,2,1,2.0,0.0,Portekiz,2024-2025,4
28/09/2024,Casa Pia,Guimaraes,1,1,1.0,0.0,Portekiz,2024-2025,4
28/09/2024,Benfica,Gil Vicente,5,1,2.0,1.0,Portekiz,2024-2025,4
28/10/2024,AVS,Porto,0,5,0.0,4.0,Portekiz,2024-2025,4
28/12/2024,AVS,Estrela,1,1,0.0,1.0,Portekiz,2024-2025,4
28/12/2024,Estoril,Moreirense,2,2,2.0,1.0,Portekiz,2024-2025,4
28/12/2024,Porto,Boavista,4,0,1.0,0.0,Portekiz,2024-2025,4
29/03/2025,Casa Pia,Rio Ave,2,1,1.0,1.0,Portekiz,2024-2025,4
29/03/2025,Estrela,Sp Lisbon,0,3,0.0,0.0,Portekiz,2024-2025,4
29/03/2025,Sp Braga,Arouca,2,1,2.0,0.0,Portekiz,2024-2025,4
29/04/2025,Casa Pia,Estoril,1,3,1.0,1.0,Portekiz,2024-2025,4
29/09/2024,Famalicao,Nacional,0,0,0.0,0.0,Portekiz,2024-2025,4
29/09/2024,Porto,Arouca,4,0,0.0,0.0,Portekiz,2024-2025,4
29/09/2024,Santa Clara,Boavista,1,0,1.0,0.0,Portekiz,2024-2025,4
29/09/2024,Sp Braga,Rio Ave,4,0,2.0,0.0,Portekiz,2024-2025,4
29/11/2024,Farense,Estrela,1,0,1.0,0.0,Portekiz,2024-2025,4
29/12/2024,Farense,Guimaraes,2,2,1.0,0.0,Portekiz,2024-2025,4
29/12/2024,Rio Ave,Nacional,2,1,1.0,1.0,Portekiz,2024-2025,4
29/12/2024,Sp Braga,Casa Pia,1,2,1.0,1.0,Portekiz,2024-2025,4
29/12/2024,Sp Lisbon,Benfica,1,0,1.0,0.0,Portekiz,2024-2025,4
30/03/2025,Famalicao,AVS,4,1,0.0,0.0,Portekiz,2024-2025,4
30/03/2025,Santa Clara,Nacional,1,0,1.0,0.0,Portekiz,2024-2025,4
30/03/2025,Estoril,Porto,1,2,1.0,1.0,Portekiz,2024-2025,4
30/03/2025,Moreirense,Guimaraes,2,2,1.0,1.0,Portekiz,2024-2025,4
30/08/2024,Moreirense,Benfica,1,1,0.0,0.0,Portekiz,2024-2025,4
30/09/2024,AVS,Farense,0,0,0.0,0.0,Portekiz,2024-2025,4
30/11/2024,Rio Ave,Moreirense,3,2,1.0,0.0,Portekiz,2024-2025,4
30/11/2024,Nacional,Boavista,0,0,0.0,0.0,Portekiz,2024-2025,4
30/11/2024,Sp Lisbon,Santa Clara,0,1,0.0,1.0,Portekiz,2024-2025,4
30/12/2024,Famalicao,Santa Clara,1,2,0.0,1.0,Portekiz,2024-2025,4
31/01/2025,Boavista,Famalicao,0,2,0.0,1.0,Portekiz,2024-2025,4
31/08/2024,Santa Clara,AVS,2,1,1.0,1.0,Portekiz,2024-2025,4
31/08/2024,Boavista,Estoril,0,0,0.0,0.0,Portekiz,2024-2025,4
31/08/2024,Estrela,Casa Pia,0,1,0.0,0.0,Portekiz,2024-2025,4
31/08/2024,Sp Lisbon,Porto,2,0,0.0,0.0,Portekiz,2024-2025,4
01/01/2025,Brentford,Arsenal,1,3,1.0,1.0,Premier League,2024-2025,1
01/02/2025,Nott'm Forest,Brighton,7,0,3.0,0.0,Premier League,2024-2025,1
01/02/2025,Bournemouth,Liverpool,0,2,0.0,1.0,Premier League,2024-2025,1
01/02/2025,Everton,Leicester,4,0,3.0,0.0,Premier League,2024-2025,1
01/02/2025,Ipswich,Southampton,1,2,1.0,1.0,Premier League,2024-2025,1
01/02/2025,Newcastle,Fulham,1,2,1.0,0.0,Premier League,2024-2025,1
01/02/2025,Wolves,Aston Villa,2,0,1.0,0.0,Premier League,2024-2025,1
01/04/2025,Arsenal,Fulham,2,1,1.0,0.0,Premier League,2024-2025,1
01/04/2025,Wolves,West Ham,1,0,1.0,0.0,Premier League,2024-2025,1
01/04/2025,Nott'm Forest,Man United,1,0,1.0,0.0,Premier League,2024-2025,1
01/05/2025,Nott'm Forest,Brentford,0,2,0.0,1.0,Premier League,2024-2025,1
01/09/2024,Chelsea,Crystal Palace,1,1,1.0,0.0,Premier League,2024-2025,1
01/09/2024,Newcastle,Tottenham,2,1,1.0,0.0,Premier League,2024-2025,1
01/09/2024,Man United,Liverpool,0,3,0.0,2.0,Premier League,2024-2025,1
01/12/2024,Chelsea,Aston Villa,3,0,2.0,0.0,Premier League,2024-2025,1
01/12/2024,Man United,Everton,4,0,2.0,0.0,Premier League,2024-2025,1
01/12/2024,Tottenham,Fulham,1,1,0.0,0.0,Premier League,2024-2025,1
01/12/2024,Liverpool,Man City,2,0,1.0,0.0,Premier League,2024-2025,1
02/02/2025,Brentford,Tottenham,0,2,0.0,1.0,Premier League,2024-2025,1
02/02/2025,Man United,Crystal Palace,0,2,0.0,0.0,Premier League,2024-2025,1
02/02/2025,Arsenal,Man City,5,1,1.0,0.0,Premier League,2024-2025,1
02/04/2025,Bournemouth,Ipswich,1,2,0.0,1.0,Premier League,2024-2025,1
02/04/2025,Brighton,Aston Villa,0,3,0.0,0.0,Premier League,2024-2025,1
02/04/2025,Man City,Leicester,2,0,2.0,0.0,Premier League,2024-2025,1
02/04/2025,Newcastle,Brentford,2,1,1.0,0.0,Premier League,2024-2025,1
02/04/2025,Southampton,Crystal Palace,1,1,1.0,0.0,Premier League,2024-2025,1
02/04/2025,Liverpool,Everton,1,0,0.0,0.0,Premier League,2024-2025,1
02/05/2025,Man City,Wolves,1,0,1.0,0.0,Premier League,2024-2025,1
02/11/2024,Newcastle,Arsenal,1,0,1.0,0.0,Premier League,2024-2025,1
02/11/2024,Bournemouth,Man City,2,1,1.0,0.0,Premier League,2024-2025,1
02/11/2024,Ipswich,Leicester,1,1,0.0,0.0,Premier League,2024-2025,1
02/11/2024,Liverpool,Brighton,2,1,0.0,1.0,Premier League,2024-2025,1
02/11/2024,Nott'm Forest,West Ham,3,0,1.0,0.0,Premier League,2024-2025,1
02/11/2024,Southampton,Everton,1,0,0.0,0.0,Premier League,2024-2025,1
02/11/2024,Wolves,Crystal Palace,2,2,0.0,0.0,Premier League,2024-2025,1
03/02/2025,Chelsea,West Ham,2,1,0.0,1.0,Premier League,2024-2025,1
03/04/2025,Chelsea,Tottenham,1,0,0.0,0.0,Premier League,2024-2025,1
03/05/2025,Aston Villa,Fulham,1,0,1.0,0.0,Premier League,2024-2025,1
03/05/2025,Everton,Ipswich,2,2,2.0,1.0,Premier League,2024-2025,1
03/05/2025,Leicester,Southampton,2,0,2.0,0.0,Premier League,2024-2025,1
03/05/2025,Arsenal,Bournemouth,1,2,1.0,0.0,Premier League,2024-2025,1
03/11/2024,Tottenham,Aston Villa,4,1,0.0,1.0,Premier League,2024-2025,1
03/11/2024,Man United,Chelsea,1,1,0.0,0.0,Premier League,2024-2025,1
03/12/2024,Ipswich,Crystal Palace,0,1,0.0,0.0,Premier League,2024-2025,1
03/12/2024,Leicester,West Ham,3,1,1.0,0.0,Premier League,2024-2025,1
04/01/2025,Tottenham,Newcastle,1,2,1.0,2.0,Premier League,2024-2025,1
04/01/2025,Aston Villa,Leicester,2,1,0.0,0.0,Premier League,2024-2025,1
04/01/2025,Bournemouth,Everton,1,0,0.0,0.0,Premier League,2024-2025,1
04/01/2025,Crystal Palace,Chelsea,1,1,0.0,1.0,Premier League,2024-2025,1
04/01/2025,Man City,West Ham,4,1,2.0,0.0,Premier League,2024-2025,1
04/01/2025,Southampton,Brentford,0,5,0.0,1.0,Premier League,2024-2025,1
04/01/2025,Brighton,Arsenal,1,1,0.0,1.0,Premier League,2024-2025,1
04/05/2025,Brentford,Man United,4,3,2.0,1.0,Premier League,2024-2025,1
04/05/2025,Brighton,Newcastle,1,1,1.0,0.0,Premier League,2024-2025,1
04/05/2025,West Ham,Tottenham,1,1,1.0,1.0,Premier League,2024-2025,1
04/05/2025,Chelsea,Liverpool,3,1,1.0,0.0,Premier League,2024-2025,1
04/11/2024,Fulham,Brentford,2,1,0.0,1.0,Premier League,2024-2025,1
04/12/2024,Everton,Wolves,4,0,2.0,0.0,Premier League,2024-2025,1
04/12/2024,Man City,Nott'm Forest,3,0,2.0,0.0,Premier League,2024-2025,1
04/12/2024,Newcastle,Liverpool,3,3,1.0,0.0,Premier League,2024-2025,1
04/12/2024,Southampton,Chelsea,1,5,1.0,3.0,Premier League,2024-2025,1
04/12/2024,Arsenal,Man United,2,0,0.0,0.0,Premier League,2024-2025,1
04/12/2024,Aston Villa,Brentford,3,1,3.0,0.0,Premier League,2024-2025,1
05/01/2025,Fulham,Ipswich,2,2,0.0,1.0,Premier League,2024-2025,1
05/01/2025,Liverpool,Man United,2,2,0.0,0.0,Premier League,2024-2025,1
05/04/2025,Everton,Arsenal,1,1,0.0,1.0,Premier League,2024-2025,1
05/04/2025,Crystal Palace,Brighton,2,1,1.0,1.0,Premier League,2024-2025,1
05/04/2025,Ipswich,Wolves,1,2,1.0,0.0,Premier League,2024-2025,1
05/04/2025,West Ham,Bournemouth,2,2,0.0,1.0,Premier League,2024-2025,1
05/04/2025,Aston Villa,Nott'm Forest,2,1,2.0,0.0,Premier League,2024-2025,1
05/05/2025,Crystal Palace,Nott'm Forest,1,1,0.0,0.0,Premier League,2024-2025,1
05/10/2024,Crystal Palace,Liverpool,0,1,0.0,1.0,Premier League,2024-2025,1
05/10/2024,Arsenal,Southampton,3,1,0.0,0.0,Premier League,2024-2025,1
05/10/2024,Brentford,Wolves,5,3,4.0,2.0,Premier League,2024-2025,1
05/10/2024,Leicester,Bournemouth,1,0,1.0,0.0,Premier League,2024-2025,1
05/10/2024,Man City,Fulham,3,2,1.0,1.0,Premier League,2024-2025,1
05/10/2024,West Ham,Ipswich,4,1,2.0,1.0,Premier League,2024-2025,1
05/10/2024,Everton,Newcastle,0,0,0.0,0.0,Premier League,2024-2025,1
05/12/2024,Fulham,Brighton,3,1,1.0,0.0,Premier League,2024-2025,1
05/12/2024,Bournemouth,Tottenham,1,0,1.0,0.0,Premier League,2024-2025,1
06/01/2025,Wolves,Nott'm Forest,0,3,0.0,2.0,Premier League,2024-2025,1
06/04/2025,Brentford,Chelsea,0,0,0.0,0.0,Premier League,2024-2025,1
06/04/2025,Fulham,Liverpool,3,2,3.0,1.0,Premier League,2024-2025,1
06/04/2025,Tottenham,Southampton,3,1,2.0,0.0,Premier League,2024-2025,1
06/04/2025,Man United,Man City,0,0,0.0,0.0,Premier League,2024-2025,1
06/10/2024,Aston Villa,Man United,0,0,0.0,0.0,Premier League,2024-2025,1
06/10/2024,Chelsea,Nott'm Forest,1,1,0.0,0.0,Premier League,2024-2025,1
06/10/2024,Brighton,Tottenham,3,2,0.0,2.0,Premier League,2024-2025,1
07/04/2025,Leicester,Newcastle,0,3,0.0,3.0,Premier League,2024-2025,1
07/12/2024,Aston Villa,Southampton,1,0,1.0,0.0,Premier League,2024-2025,2
